Step,Image,Issue Type,Detection Method,Treatment,Rationale
Part 5,heinola_DJI_0025_frame41,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame42,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame43,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame44,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame45,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame46,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame47,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame48,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame49,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame50,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame51,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame52,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame53,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame54,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame55,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame56,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame57,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame58,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame59,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame60,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame61,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame62,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame63,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame64,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame65,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame66,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame67,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame68,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame69,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame70,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame71,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame72,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame73,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame74,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame75,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame76,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame77,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame78,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame79,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame80,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame81,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame82,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame83,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame84,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame85,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame86,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame87,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame88,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame89,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame90,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame91,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame92,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame93,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame94,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame95,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame96,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame97,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame98,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame99,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame100,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame101,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame102,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame103,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame104,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame105,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame106,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame107,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame108,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame109,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame110,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame111,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame112,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame113,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame114,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame115,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame116,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame117,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame118,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame120,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame121,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame122,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame123,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame124,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame125,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame126,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame127,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame128,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame129,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame130,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame131,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame132,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame133,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame134,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame135,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame136,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame137,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame138,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame139,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame140,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame141,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame142,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame143,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame144,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame145,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame146,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame147,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame148,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame149,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame150,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame151,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame152,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame153,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame154,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame155,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame156,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame157,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame158,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame159,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame160,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame161,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame162,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame163,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame164,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame165,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame166,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame167,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame168,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame169,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame170,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame171,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame172,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame173,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame174,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame175,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame176,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame177,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame178,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame179,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame180,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame181,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame182,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame183,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame184,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame185,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame186,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame187,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame188,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame189,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame190,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame191,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame192,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame193,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame194,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame195,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame196,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame197,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame198,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame199,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame200,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0025_frame201,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame1,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame2,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame4,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame5,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame6,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame7,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame8,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame9,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame10,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame11,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame12,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame13,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame14,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame15,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame16,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame17,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame18,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame19,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame21,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame22,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame23,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame24,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame25,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame26,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame27,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame29,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame30,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame31,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame32,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame33,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame34,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame35,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame36,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame37,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame38,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame49,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame55,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame73,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame77,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame80,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0089_frame81,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame1,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame2,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame3,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame4,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame5,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame6,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame7,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame8,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame9,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame10,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame11,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame12,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame13,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame14,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame15,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame16,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame17,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame18,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame19,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame20,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame21,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame22,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame23,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame24,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame25,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame26,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame27,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame28,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame29,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame30,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame31,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame32,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame33,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame34,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame35,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame36,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame37,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame38,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame39,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame40,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame41,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame42,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame43,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame44,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame45,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame46,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame47,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame48,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame49,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame50,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame51,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame52,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame53,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame54,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame55,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame56,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame57,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame58,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame59,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame60,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame61,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame62,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame63,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame64,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame65,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame66,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame67,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame68,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame69,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame70,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame71,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame72,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame73,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame74,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame75,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame76,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame77,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame78,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame79,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame80,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame81,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame82,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame83,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame84,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0008_frame85,Near Duplicate,pHash < 5,Flagged,Temporal static scene
